(3024, 2898)
(2958, 2925)
(3134, 3169)
(2927, 2956)
(2908, 3104)
(2947, 2934)
(3008, 3191)
(3072, 3194)
(3178, 2974)
(2937, 3149)
(3126, 3174)
(3104, 2908)
(3140, 2929)
(2970, 2917)
(2901, 3083)
(3092, 3190)
(2924, 2959)
(3077, 2900)
(2962, 2922)
(3138, 3166)
(3005, 2902)
(3188, 2996)
(2951, 2931)
(3182, 3111)
(3194, 3076)
(2907, 2992)
(2898, 3023)
(3141, 2930)
(3057, 3196)
(2955, 3166)
(2904, 3093)
(3114, 2912)
(2897, 3054)
(2897, 3063)
(2989, 2908)
(3157, 3148)
(2935, 2946)
(3032, 2897)
(3043, 2897)
(3147, 2936)
(3115, 2913)
(3103, 3186)
(3107, 2909)
(3080, 3193)
(2929, 3140)
(3181, 3114)
(3193, 3079)
(3177, 2973)
(2911, 3110)
(3180, 2978)
(3173, 3128)
(3194, 3071)
(3118, 2914)
(3137, 2927)
(3065, 3195)
(3170, 2961)
(3141, 3163)
(2898, 3027)
(3173, 2966)
(3181, 2979)
(3118, 3179)
(2936, 3148)
(3111, 2911)
(3103, 2907)
(2897, 3049)
(3087, 3191)
(3145, 3160)
(3130, 3171)
(3165, 3138)
(2897, 3058)
(3174, 2967)
(3122, 3176)
(2988, 3185)
(3177, 3121)
(3192, 3082)
(3114, 3181)
(3029, 3195)
(3020, 2899)
(3065, 2898)
(2927, 2955)
(2903, 3092)
(3041, 3196)
(3030, 3196)
(3011, 3192)
(3007, 2902)
(3054, 2897)
(2900, 3077)
(2943, 3155)
(3027, 2898)
(2907, 2991)
(3098, 3187)
(3075, 3194)
(2985, 2910)
(2984, 3183)
(2942, 2939)
(3191, 3006)
(2944, 3156)
(2897, 3035)
(3080, 2900)
(2897, 3044)
(3162, 2951)
(3008, 2902)
(2897, 3062)
(2977, 3180)
(2946, 2936)
(3049, 3196)
(3157, 3147)
(2907, 3103)
(3136, 2926)
(2981, 2912)
(3147, 2935)
(3176, 2971)
(2902, 3006)
(2910, 3108)
(3193, 3078)
(3169, 2959)
(3177, 2972)
(3180, 2977)
(3035, 2897)
(3152, 3153)
(2996, 2905)
(3173, 2965)
(2897, 3030)
(2936, 3147)
(2897, 3039)
(3154, 2942)
(2897, 3048)
(2954, 3164)
(2897, 3057)
(2901, 3009)
(3068, 3195)
(3022, 2899)
(3180, 3116)
(3052, 3196)
(3018, 3194)
(3084, 2901)
(3155, 2943)
(2914, 2975)
(3128, 3173)
(2899, 3075)
(2917, 2971)
(3194, 3020)
(3116, 3180)
(2972, 2916)
(3187, 2993)
(3094, 3189)
(3161, 2950)
(2903, 3091)
(2929, 2954)
(2949, 2932)
(3183, 3108)
(3190, 3004)
(3087, 2902)
(3038, 2897)
(3068, 2898)
(2992, 3186)
(3164, 3140)
(3191, 3005)
(3172, 2964)
(2897, 3034)
(3176, 3123)
(2897, 3043)
(2897, 3052)
(3188, 3097)
(2913, 2978)
(2907, 3102)
(2995, 3187)
(3082, 3192)
(3176, 2970)
(2902, 3005)
(3159, 3146)
(2937, 2944)
(3057, 2897)
(3015, 2900)
(2906, 2993)
(2992, 2907)
(3197, 3047)
(3063, 3196)
(2900, 3080)
(3131, 2922)
(3142, 2931)
(3196, 3051)
(3187, 3100)
(2973, 3177)
(2965, 3173)
(3132, 2923)
(3143, 3161)
(3143, 2932)
(3132, 3170)
(2897, 3038)
(3091, 2903)
(2914, 3118)
(2927, 3137)
(2897, 3047)
(2998, 3188)
(3124, 3175)
(3072, 2899)
(2917, 3123)
(3147, 3158)
(3167, 3136)
(3136, 3167)
(2968, 3174)
(2928, 3138)
(2999, 3189)
(2917, 2970)
(2926, 2957)
(3161, 2949)
(2929, 2953)
(2969, 3175)
(3140, 3164)
(2953, 2929)
(3196, 3037)
(3055, 3196)
(3044, 3196)
(3021, 3194)
(3002, 3190)
(3179, 2975)
(3196, 3055)
(2950, 3161)
(3112, 2912)
(3010, 2901)
(2906, 3100)
(3047, 3197)
(3193, 3013)
(3030, 2897)
(2913, 2977)
(3041, 2897)
(3101, 3186)
(3097, 2905)
(3128, 2920)
(3186, 2992)
(3195, 3068)
(3156, 3149)
(3098, 2906)
(3024, 3195)
(3097, 3188)
(2920, 3128)
(3196, 3032)
(2905, 2996)
(3017, 2899)
(3196, 3041)
(2941, 2940)
(3196, 3050)
(3036, 3196)
(2920, 2966)
(3196, 3059)
(3120, 3177)
(2913, 3116)
(2898, 3064)
(3049, 2897)
(3154, 3151)
(3101, 2907)
(3124, 2918)
(3190, 3092)
(3164, 2954)
(3025, 3195)
(3006, 3191)
(2946, 3158)
(3112, 3181)
(3094, 2904)
(3144, 3161)
(3165, 2955)
(3147, 3157)
(2957, 2926)
(3116, 2913)
(2960, 3169)
(2899, 3073)
(3179, 3118)
(3119, 2915)
(3138, 2928)
(3009, 3192)
(2904, 2999)
(3075, 2899)
(2938, 3150)
(2916, 2973)
(2940, 2940)
(2961, 3170)
(3025, 2898)
(3174, 3125)
(3120, 2916)
(3139, 2929)
(3196, 3036)
(3196, 3045)
(2955, 2928)
(3196, 3054)
(2944, 2937)
(2898, 3068)
(3153, 2940)
(3192, 3011)
(3052, 2897)
(3078, 3193)
(3123, 2917)
(3058, 3196)
(2979, 2912)
(3191, 3088)
(3105, 2908)
(2945, 3157)
(2916, 3121)
(2924, 3134)
(2900, 3015)
(3157, 2946)
(3186, 2991)
(3170, 3132)
(2930, 3141)
(2902, 3088)
(3196, 3031)
(2932, 2949)
(3085, 3191)
(3196, 3049)
(3186, 3103)
(3013, 3193)
(2931, 3142)
(2920, 2965)
(3151, 3154)
(3108, 3183)
(3027, 3195)
(2936, 2946)
(3164, 2953)
(3190, 3091)
(2995, 2906)
(3066, 3195)
(2899, 3018)
(3050, 3196)
(3039, 3196)
(3063, 2897)
(2901, 3082)
(3138, 2927)
(3138, 3165)
(3073, 3194)
(3182, 3110)
(3194, 3075)
(2916, 2972)
(2971, 2917)
(3066, 2898)
(3078, 2900)
(3196, 3035)
(2963, 2922)
(3006, 2902)
(3142, 3162)
(3088, 3191)
(2955, 2927)
(3131, 3171)
(3166, 3138)
(2974, 3178)
(2955, 3165)
(3133, 2924)
(2975, 2914)
(3192, 3010)
(2912, 3114)
(2967, 2919)
(2903, 3002)
(3185, 2989)
(2956, 3166)
(3163, 2952)
(2975, 3179)
(2899, 3022)
(3031, 3196)
(2929, 3139)
(2916, 3120)
(2900, 3014)
(2912, 2979)
(3161, 3144)
(3044, 2897)
(2939, 2942)
(3055, 2897)
(3148, 2936)
(3013, 2900)
(3173, 3127)
(2970, 3176)
(3158, 3147)
(3076, 3194)
(2993, 3187)
(3149, 2937)
(3104, 3185)
(3196, 3030)
(3015, 3193)
(3189, 3000)
(3186, 3102)
(2911, 2983)
(2996, 3188)
(3177, 3120)
(2899, 3017)
(3189, 3094)
(2905, 3097)
(3195, 3025)
(3169, 3134)
(3016, 3193)
(3001, 2903)
(3123, 3176)
(3083, 3192)
(2989, 3185)
(2981, 3181)
(3156, 2944)
(3021, 2899)
(3085, 2902)
(3146, 3159)
(3036, 2897)
(2959, 2924)
(2919, 3126)
(2928, 2955)
(2990, 3186)
(3127, 3173)
(2922, 3131)
(2982, 3182)
(3185, 3105)
(2907, 2990)
(3042, 3196)
(2915, 3119)
(3028, 2898)
(2923, 2961)
(2897, 3061)
(2985, 3183)
(2933, 3145)
(3182, 2983)
(2946, 2935)
(2903, 3001)
(3185, 2988)
(2899, 3021)
(3195, 3029)
(2990, 2907)
(2978, 3180)
(3061, 3196)
(3181, 3112)
(3193, 3077)
(3161, 3143)
(3000, 3189)
(3167, 2957)
(3088, 2902)
(2940, 3153)
(3069, 2898)
(3149, 3156)
(2951, 3162)
(3188, 2998)
(2962, 3171)
(3129, 2921)
(2898, 3025)
(2943, 2938)
(3045, 3196)
(3034, 3196)
(2919, 2968)
(3047, 2897)
(3058, 2897)
(2952, 3163)
(3153, 3153)
(3110, 3182)
(2931, 2951)
(2911, 2982)
(2934, 2947)
(3016, 2900)
(3130, 2922)
(2897, 3056)
(2997, 2905)
(3180, 3115)
(3189, 3093)
(3195, 3024)
(3184, 2987)
(2918, 3124)
(3169, 3133)
(2966, 3173)
(3125, 2919)
(2919, 3125)
(2932, 3144)
(2973, 2916)
(3194, 3073)
(2922, 3130)
(3004, 2903)
(2910, 2985)
(2950, 2932)
(2898, 3029)
(3129, 3172)
(3164, 3139)
(3181, 2981)
(3121, 3177)
(2977, 2913)
(3039, 2897)
(3050, 2897)
(3176, 3122)
(2897, 3042)
(2897, 3051)
(3188, 3096)
(2954, 2929)
(3095, 2905)
(3166, 2956)
(3133, 3169)
(3071, 3194)
(2907, 3101)
(2915, 2974)
(3192, 3084)
(3091, 3190)
(2939, 3151)
(3095, 3188)
(3022, 3194)
(2940, 3152)
(2900, 3079)
(3106, 3184)
(3172, 3129)
(3121, 2916)
(2921, 3129)
(2898, 3024)
(2919, 2967)
(2922, 2963)
(3191, 3008)
(2988, 2908)
(3153, 3152)
(2897, 3037)
(2914, 3117)
(3031, 2897)
(3183, 2985)
(3102, 3186)
(2897, 3055)
(2917, 3122)
(3079, 3193)
(2925, 3135)
(3144, 2932)
(3037, 3196)
(3092, 2903)
(3073, 2899)
(3184, 2986)
(2902, 3008)
(3194, 3018)
(2947, 3159)
(2969, 2918)
(2958, 3168)
(3023, 2898)
(3117, 2914)
(2961, 2923)
(3109, 2910)
(2903, 3089)
(3193, 3080)
(3125, 3174)
(3190, 3002)
(2932, 3143)
(3117, 3179)
(3150, 2938)
(3110, 2911)
(3137, 3166)
(2965, 2920)
(2910, 2984)
(3196, 3063)
(3102, 2907)
(3184, 3107)
(3056, 3196)
(2897, 3032)
(3151, 2939)
(2897, 3041)
(2897, 3050)
(3188, 3095)
(2901, 3011)
(2897, 3059)
(3064, 2898)
(3011, 2901)
(3192, 3083)
(3010, 3192)
(3042, 2897)
(3076, 2899)
(3194, 3022)
(3106, 2909)
(3187, 2995)
(2920, 3127)
(3160, 3145)
(2900, 3078)
(2938, 2943)
(2984, 2910)
(3158, 2946)
(3079, 2900)
(3196, 3058)
(2913, 3115)
(3187, 3098)
(2922, 2962)
(3018, 2899)
(3191, 3007)
(2897, 3036)
(3048, 3196)
(2999, 2904)
(2897, 3045)
(3061, 2897)
(3183, 2984)
(3193, 3016)
(2946, 3157)
(2902, 3007)
(2979, 3181)
(2910, 3109)
(3179, 3117)
(2899, 3072)
(3194, 3017)
(3034, 2897)
(3045, 2897)
(3148, 3157)
(3168, 3135)
(3171, 3131)
(3169, 2960)
(2906, 2995)
(3086, 3191)
(3190, 3001)
(2918, 2969)
(3196, 3044)
(3109, 3183)
(2930, 2952)
(3196, 3062)
(3184, 3106)
(2909, 2987)
(2897, 3031)
(2906, 3098)
(3163, 3141)
(3135, 3168)
(3017, 3194)
(2948, 2933)
(3083, 2901)
(3175, 3124)
(2901, 3010)
(3191, 3087)
(3157, 2945)
(2924, 3133)
(3186, 2990)
(3093, 3189)
(2957, 3167)
(2925, 2958)
(2945, 2936)
(3059, 3196)
(3195, 3066)
(2914, 2976)
(2899, 3076)
(3194, 3021)
(2902, 3087)
(3183, 3109)
(2991, 3186)
(3196, 3039)
(3196, 3048)
(3196, 3057)
(2986, 3184)
(2934, 3146)
(3029, 2898)
(3082, 2901)
(2936, 2945)
(3100, 3187)
(3014, 3193)
(3135, 2925)
(2935, 3147)
(3155, 3150)
(3193, 3015)
(3028, 3195)
(2933, 2948)
(2987, 3184)
(2991, 2907)
(3195, 3070)
(2899, 3071)
(3062, 3196)
(3051, 3196)
(3105, 3185)
(3171, 3130)
(2941, 3153)
(3119, 3178)
(2953, 3164)
(3196, 3034)
(2972, 3177)
(2905, 2998)
(3196, 3043)
(2952, 2930)
(2923, 3132)
(3196, 3052)
(3166, 3137)
(3196, 3061)
(3069, 3195)
(2942, 3154)
(2898, 3066)
(3037, 2897)
(3071, 2899)
(3192, 3009)
(2909, 2986)
(2956, 2927)
(2983, 3182)
(2967, 3174)
(2927, 3138)
(2976, 2914)
(3134, 2924)
(3191, 3086)
(2968, 2919)
(2900, 3013)
(3086, 2902)
(2960, 2924)
(2976, 3179)
(3195, 3065)
(3146, 2934)
(2909, 3107)
(3043, 3196)
(3032, 3196)
(3020, 3194)
(3001, 3190)
(3056, 2897)
(2949, 3161)
(2986, 2909)
(2902, 3086)
(3014, 2900)
(3089, 2903)
(3168, 2958)
(3196, 3038)
(2908, 2989)
(3171, 2963)
(3186, 3101)
(2971, 3176)
(3179, 2976)
(3189, 2999)
(3196, 3056)
(2898, 3070)
(3190, 3089)
(2921, 2964)
(2905, 3096)
(2987, 2909)
(3193, 3014)
(2997, 3188)
(3115, 3180)
(3195, 3069)
(3002, 2903)
